Date;PX_LAST;Returns;PX_OPEN;PX_HIGH;PX_LOW;VOLUME;VWAP;VIX;PX_ASK;PX_BID;SPREAD;HIST_CALL_IMP_VOL;VOLATILITY_30D;VOLATILITY_60D;VOLATILITY_90D;Mkt-RF;SMB;HML;RMW;CMA;RF;Price Earnings Ratio (P/E);BEst P/E Ratio;Price/Cash Flow
15.11.2016;26.778;0.01324353;26.643;26.920;26.540;129058040;26.7579;13.37;26.78;26.778;0.002;22.055;18.614;20.861;21.664;0.8;-0.54;0.15;-0.5;0.22;0.001;13.04;11.88;8.87
16.11.2016;27.498;0.026887744;26.675;27.558;26.650;235362088;27.2967;13.72;27.505;27.503;0.002;20.673;20.303;21.544;22.064;-0.12;0.22;-0.56;0.76;-0.16;0.001;13.39;12.2;9.11
17.11.2016;27.488;-0.000363663;27.453;27.588;27.208;110528012;27.3961;13.35;27.488;27.485;0.003;20.6;20.288;21.522;21.84;0.56;0.16;-0.15;0.16;-0.42;0.001;13.38;12.19;9.1
18.11.2016;27.515;0.000982247;27.430;27.635;27.415;113715668;27.5016;12.85;27.515;27.513;0.002;20.07;19.474;21.481;21.839;-0.16;0.57;0.38;-0.2;0.11;0.001;13.4;12.2;9.11
21.11.2016;27.933;0.015191714;27.530;27.998;27.503;117058284;27.8488;12.42;27.935;27.933;0.002;18.776;20.092;21.694;21.909;0.77;-0.26;0.06;-0.05;0.35;0.001;13.6;12.36;9.25
22.11.2016;27.95;0.000608599;27.988;28.105;27.850;103862136;27.9607;12.41;27.943;27.94;0.003;18.496;19.85;21.619;21.909;0.31;0.64;0.53;0.85;0.28;0.001;13.61;12.37;9.26
23.11.2016;27.808;-0.005080501;27.840;27.878;27.583;109705576;27.7445;12.43;27.81;27.803;0.007;18.258;19.873;21.655;21.936;0.16;0.56;0.19;-0.26;0.16;0.001;13.54;12.3;9.21
25.11.2016;27.948;0.005034522;27.783;27.968;27.738;45903688;27.8725;12.34;27.945;27.94;0.005;18.388;19.856;21.647;21.916;0.4;-0.05;-0.29;0.26;-0.16;0.001;13.61;12.37;9.26
28.11.2016;27.893;-0.00196794;27.858;28.116;27.848;108775932;27.9462;13.15;27.895;27.893;0.002;18.96;19.853;21.577;21.868;-0.64;-0.77;0.09;0.68;-0.35;0.001;13.58;12.34;9.24
29.11.2016;27.865;-0.001003836;27.695;28.008;27.518;114115000;27.787;12.9;27.865;27.863;0.002;18.475;19.852;21.579;21.721;0.11;-0.38;-0.05;0.44;-0.5;0.001;13.57;12.35;9.23
30.11.2016;27.63;-0.008433519;27.900;28.050;27.568;144649032;27.7095;13.33;27.63;27.628;0.002;18.366;19.95;21.628;21.74;-0.25;-0.17;2.21;-1.43;1.99;0.001;13.45;12.25;9.15
01.12.2016;27.373;-0.009301484;27.591;27.735;27.258;148347448;27.4532;14.07;27.37;27.365;0.005;19.479;20.064;20.961;19.049;-0.36;-0.39;2.03;0.31;0.62;0.001;13.33;12.13;9.06
02.12.2016;27.475;0.0037263;27.293;27.523;27.213;106111988;27.4068;14.12;27.475;27.473;0.002;18.118;20.137;20.357;18.93;0;-0.01;-0.32;-0.11;0.09;0.001;13.38;12.15;9.1
05.12.2016;27.278;-0.007170155;27.500;27.508;27.063;137298160;27.2886;12.14;27.28;27.275;0.005;17.864;19.898;19.923;18.974;0.75;1.12;0.27;-0.31;-0.16;0.001;13.28;12.08;9.03
06.12.2016;27.488;0.007698512;27.375;27.590;27.298;104781848;27.4323;11.79;27.485;27.483;0.002;17.03;20.005;19.375;18.788;0.48;0.63;0.22;-0.16;-0.08;0.001;13.38;12.17;9.1
07.12.2016;27.758;0.009822468;27.315;27.798;27.290;119994876;27.5864;12.22;27.758;27.75;0.008;16.685;19.307;18.047;18.666;1.26;-0.49;0.48;0.84;-0.01;0.001;13.51;12.29;9.19
08.12.2016;28.03;0.009798977;27.715;28.108;27.650;108273264;27.9943;12.64;28.03;28.028;0.002;16.996;19.411;16.709;18.622;0.36;1.24;0.61;-0.22;-0.1;0.001;13.65;12.41;9.28
09.12.2016;28.488;0.016339636;28.078;28.675;28.078;137610508;28.47;11.75;28.493;28.49;0.003;17.48;19.96;17.034;18.81;0.46;-0.35;0.2;-0.06;-0.04;0.001;13.87;12.62;9.43
12.12.2016;28.325;-0.005721707;28.323;28.750;28.123;105497508;28.2463;12.64;28.325;28.323;0.002;17.79;20.03;16.897;18.68;-0.3;-0.98;-0.13;0.11;0.04;0.001;13.79;12.54;9.38
13.12.2016;28.798;0.016699029;28.460;28.980;28.438;174935244;28.8146;12.72;28.8;28.798;0.002;17.642;19.809;17.252;18.833;0.6;-0.58;-0.26;0.06;-0.17;0.001;14.02;12.78;9.54
14.12.2016;28.798;0;28.760;29.050;28.745;136127336;28.897;13.19;28.8;28.8;0;18.245;19.811;17.252;18.825;-0.82;-0.39;-0.28;0.44;-0.51;0.001;14.02;12.78;9.54
15.12.2016;28.955;0.005451767;28.845;29.183;28.808;186098176;29.0105;12.79;28.955;28.953;0.002;17.345;19.131;17.178;18.79;0.46;0.46;0.3;0.03;0.05;0.001;14.1;12.86;9.59
16.12.2016;28.993;0.001312381;29.118;29.125;28.911;177404536;29.0161;12.2;28.995;28.993;0.002;16.616;18.833;16.792;18.788;-0.22;-0.01;-0.41;-0.15;-0.01;0.001;14.11;12.89;9.6
19.12.2016;29.16;0.005760011;28.950;29.345;28.938;111117692;29.1901;11.71;29.16;29.158;0.002;16.3;18.492;16.827;18.806;0.22;0.32;0.06;0.21;0.05;0.001;14.2;12.96;9.66
20.12.2016;29.238;0.002674897;29.185;29.375;29.170;85699860;29.2538;11.45;29.238;29.235;0.003;15.818;18.453;16.831;18.711;0.44;0.5;0.63;0.12;0.1;0.001;14.23;12.99;9.68
21.12.2016;29.265;0.000923456;29.200;29.350;29.195;95132660;29.2695;11.27;29.265;29.263;0.002;20.868;18.425;16.764;18.708;-0.24;-0.34;0.19;0.15;0.05;0.001;14.25;13.01;9.69
22.12.2016;29.073;-0.006560738;29.088;29.128;28.910;104343416;29.0278;11.43;29.073;29.068;0.005;21.496;16.134;16.48;18.747;-0.3;-0.78;0.26;-0.21;0.05;0.001;14.15;12.92;9.63
23.12.2016;29.13;0.001960582;28.898;29.130;28.898;56997936;29.0788;11.44;29.13;29.125;0.005;20.842;16.102;16.412;18.745;0.19;0.53;-0.5;-0.36;-0.15;0.001;14.18;12.95;9.65
27.12.2016;29.315;0.006350841;29.130;29.450;29.123;73187420;29.3582;11.99;29.315;29.313;0.002;21.747;13.61;16.419;18.767;0.27;0.23;0.14;0.17;0.04;0.001;14.27;13.03;9.71
28.12.2016;29.19;-0.004264029;29.380;29.504;29.050;83623568;29.2767;12.95;29.188;29.183;0.005;22.069;13.47;16.434;18.729;-0.87;-0.29;0.09;0.18;-0.15;0.001;14.21;12.97;9.67
29.12.2016;29.183;-0.000239808;29.113;29.277;29.100;60158076;29.1756;13.37;29.183;29.178;0.005;21.981;11.339;16.434;18.726;-0.04;0.1;-0.33;0.27;0.02;0.001;14.21;12.98;9.66
30.12.2016;28.955;-0.007812768;29.163;29.300;28.858;122345060;28.991;14.04;28.968;28.96;0.008;22.081;11.701;16.46;18.729;-0.52;-0.06;0.2;-0.11;0.03;0.001;13.86;12.88;9.43
03.01.2017;29.038;0.002866517;28.950;29.083;28.690;115127460;28.9037;12.85;29.035;29.033;0.002;22.067;11.703;16.467;18.712;0.83;-0.11;0.06;-0.21;0.26;0.002;13.9;12.93;9.46
04.01.2017;29.005;-0.001136442;28.963;29.128;28.938;84472464;29.0329;11.85;29.005;29;0.005;20.967;10.989;16.064;18.679;0.79;0.97;-0.16;-0.47;-0.04;0.002;13.89;12.93;9.45
05.01.2017;29.153;0.005102569;28.980;29.216;28.953;88774348;29.1152;11.67;29.155;29.15;0.005;21.196;11.044;16.094;18.689;-0.21;-1.02;-0.79;-0.21;-0.08;0.002;13.96;12.99;9.5
06.01.2017;29.478;0.011148081;29.195;29.540;29.118;127007600;29.4322;11.32;29.478;29.475;0.003;20.62;11.214;16.154;18.707;0.29;-0.74;-0.31;-0.35;-0.3;0.002;14.11;13.14;9.6
09.01.2017;29.748;0.009159373;29.488;29.858;29.485;134247792;29.7445;11.56;29.75;29.748;0.002;21.497;11.382;16.25;18.756;-0.37;-0.34;-1.03;0.14;-0.52;0.002;14.24;13.26;9.69
10.01.2017;29.778;0.001008471;29.693;29.845;29.575;97848204;29.7436;11.49;29.778;29.775;0.003;21.306;11.316;16.212;18.739;0.16;0.93;0.43;0.04;0.04;0.002;14.26;13.27;9.7
11.01.2017;29.938;0.005373094;29.685;29.983;29.650;110354372;29.8157;11.26;29.938;29.933;0.005;21.457;11.307;16.246;18.7;0.31;-0.16;0.68;0.07;0.28;0.002;14.33;13.36;9.75
12.01.2017;29.813;-0.004175296;29.724;29.825;29.553;108344880;29.7089;11.54;29.815;29.81;0.005;21.426;10.99;16.273;18.721;-0.3;-0.65;-0.87;0.05;-0.28;0.002;14.27;13.3;9.71
13.01.2017;29.76;-0.001777748;29.778;29.905;29.703;104447792;29.7685;11.23;29.763;29.755;0.008;21.261;10.442;16.264;18.708;0.29;0.59;-0.08;-0.28;-0.17;0.002;14.25;13.28;9.7
17.01.2017;30;0.008064516;29.585;30.060;29.555;137759372;29.9421;11.87;30;29.998;0.002;21.679;10.554;16.344;18.124;-0.49;-0.96;-0.64;0.59;0.39;0.002;14.36;13.4;9.77
18.01.2017;29.998;-6.67E-05;30.000;30.125;29.928;94851844;30.0074;12.48;29.995;29.993;0.002;20.972;10.118;16.318;17.631;0.24;0.2;0.24;-0.11;-0.1;0.002;14.36;13.4;9.77
19.01.2017;29.945;-0.001766784;29.850;30.023;29.843;102389164;29.9476;12.78;29.945;29.94;0.005;21.715;10.131;16.223;17.282;-0.38;-0.55;-0.05;-0.1;-0.03;0.002;14.34;13.39;9.76
20.01.2017;30;0.001836701;30.113;30.113;29.934;130391568;30.0051;11.54;30;29.998;0.002;20.886;9.911;16.194;16.855;0.33;0.09;0.23;0.14;0.01;0.002;14.36;13.4;9.77
23.01.2017;30.02;0.000666667;30.000;30.203;29.943;88200872;30.0339;11.77;30.023;30.02;0.003;18.5;9.679;15.432;15.824;-0.29;-0.06;-0.33;0.43;-0.35;0.002;14.37;13.41;9.78
24.01.2017;29.993;-0.0008994;29.888;30.025;29.875;92844152;29.9903;11.07;29.993;29.99;0.003;18.229;8.717;15.279;14.786;0.83;0.8;0.81;-0.24;0.49;0.002;14.36;13.38;9.77
25.01.2017;30.47;0.015903711;30.105;30.525;30.070;130346692;30.3776;10.81;30.475;30.473;0.002;17.847;9.357;15.513;14.979;0.84;0.21;0.43;-0.26;-0.16;0.002;14.59;13.63;9.93
26.01.2017;30.485;0.000492287;30.418;30.610;30.400;105350304;30.4788;10.63;30.485;30.48;0.005;18.076;8.297;15.503;14.825;-0.1;-0.58;0.41;-0.08;-0.16;0.002;14.59;13.63;9.93
27.01.2017;30.488;9.84E-05;30.535;30.588;30.400;82251776;30.4849;10.58;30.43;30.428;0.002;17.851;8.295;14.94;14.825;-0.12;-0.06;-0.68;0.1;0.05;0.002;14.6;13.68;9.93
30.01.2017;30.408;-0.002623983;30.233;30.408;30.165;121510012;30.3;11.88;30.393;30.39;0.003;18.809;8.332;14.965;14.836;-0.68;-0.74;-0.46;0.6;-0.15;0.002;14.56;13.64;9.91
31.01.2017;30.338;-0.002302026;30.288;30.348;30.155;196803972;30.4112;11.99;30.325;30.323;0.002;19.233;8.417;14.524;14.77;0;0.82;-0.56;-0.4;-0.25;0.002;14.52;13.62;9.88
01.02.2017;32.188;0.06097963;31.758;32.623;31.753;447940160;32.1313;11.81;32.21;32.188;0.022;16.022;19.196;18.72;17.565;0.03;-0.08;0.04;0.22;-0.22;0.002;15.41;14.36;10.49
02.02.2017;32.133;-0.001708711;31.994;32.348;31.945;134841644;32.106;11.93;32.13;32.125;0.005;14.793;19.256;18.582;17.574;-0.02;-0.3;-0.29;-0.31;0.16;0.002;15.38;14.35;10.47
03.02.2017;32.27;0.00426353;32.078;32.298;32.040;98029204;32.1897;10.97;32.27;32.268;0.002;14.55;19.244;18.572;17.58;0.82;0.62;0.75;-0.5;0.31;0.002;15.45;14.39;10.51
06.02.2017;32.572;0.009358537;32.283;32.625;32.225;107383696;32.5246;11.37;32.578;32.572;0.006;14.961;19.068;18.604;17.601;-0.27;-0.64;-0.19;0.1;-0.21;0.002;15.59;14.53;10.61
07.02.2017;32.883;0.009548078;32.635;33.023;32.613;152735364;32.8809;11.29;32.88;32.878;0.002;14.642;19.129;17.435;17.4;-0.01;-0.38;-0.52;0.39;-0.23;0.002;15.74;14.67;10.71
08.02.2017;33.01;0.003862178;32.838;33.055;32.805;92016288;32.9213;11.45;33.01;33.008;0.002;14.608;19.118;17.427;17.373;0.06;-0.28;-0.6;0.3;-0.07;0.002;15.8;14.72;10.75
09.02.2017;33.105;0.002877916;32.913;33.111;32.780;113399436;33.0026;10.88;33.105;33.103;0.002;14.106;18.946;16.312;17.338;0.72;0.7;0.07;-0.27;0.05;0.002;15.85;14.77;10.79
10.02.2017;33.03;-0.002265519;33.115;33.235;33.013;80261832;33.0901;10.85;33.03;33.028;0.002;14.378;19.001;16.237;17.347;0.38;0.41;0.14;0.01;0.15;0.002;15.81;14.76;10.76
13.02.2017;33.323;0.008870724;33.270;33.455;33.188;92141684;33.3691;11.07;33.325;33.323;0.002;15.127;18.668;15.524;17.388;0.49;-0.26;0.33;0;0.04;0.002;15.95;14.89;10.86
14.02.2017;33.755;0.012964019;33.368;33.773;33.313;132904892;33.5974;10.74;33.755;33.753;0.002;15.755;18.81;15.634;17.465;0.45;-0.17;0.36;-0.44;-0.08;0.002;16.16;15.09;11
15.02.2017;33.878;0.003643905;33.880;34.068;33.655;142492400;33.8595;11.97;33.88;33.875;0.005;16.554;18.716;15.625;17.467;0.54;0.14;-0.43;0.2;-0.06;0.002;16.22;15.14;11.04
16.02.2017;33.836;-0.001239743;33.918;33.975;33.710;90338220;33.8175;11.76;33.838;33.835;0.003;16.662;18.819;15.459;17.271;-0.16;-0.22;0.01;0.27;-0.23;0.002;16.2;15.13;11.02
17.02.2017;33.93;0.002778106;33.775;33.958;33.775;88792788;33.8651;11.49;33.93;33.925;0.005;16.201;18.739;15.45;17.272;0.2;-0.06;-0.54;0.01;-0.4;0.002;16.24;15.17;11.05
21.02.2017;34.175;0.007220749;34.058;34.188;33.995;98028624;34.1111;11.57;34.175;34.17;0.005;16.267;18.708;15.366;17.254;0.6;0.06;0.13;0.32;0.37;0.002;16.36;15.28;11.13
22.02.2017;34.278;0.003013899;34.108;34.280;34.028;83347728;34.1827;11.74;34.278;34.273;0.005;16.337;18.68;15.362;17.235;-0.15;-0.38;0.1;0.48;-0.33;0.002;16.41;15.32;11.17
23.02.2017;34.133;-0.004230118;34.345;34.370;34.075;83152744;34.1768;11.71;34.133;34.13;0.003;16.202;18.876;15.406;17.253;-0.11;-0.71;0.25;-0.25;-0.45;0.002;16.34;15.26;11.12
24.02.2017;34.165;0.000937509;33.978;34.165;33.820;87106340;34.0002;11.47;34.163;34.16;0.003;15.973;18.718;15.386;17.249;0.15;-0.11;-0.98;0.33;-0.23;0.002;16.36;15.27;11.13
27.02.2017;34.233;0.001990341;34.285;34.359;34.070;81029704;34.2467;12.09;34.238;34.235;0.003;15.942;18.631;15.178;17.244;0.22;0.85;-0.33;-0.38;-0.15;0.002;16.39;15.3;11.15
28.02.2017;34.248;0.000438174;34.270;34.359;34.175;93931440;34.265;12.92;34.248;34.245;0.003;16.214;18.649;14.94;17.226;-0.42;-1.36;0.16;-0.01;-0.2;0.002;16.4;15.3;11.16
01.03.2017;34.948;0.02043915;34.473;35.038;34.399;145658340;34.8418;12.54;34.948;34.943;0.005;16.235;19.163;15.333;17.508;1.47;0.52;0.77;-0.54;0.53;0.001;16.73;15.62;11.39
02.03.2017;34.74;-0.0059517;35.000;35.070;34.690;104843936;34.8485;11.81;34.735;34.73;0.005;16.045;19.347;15.293;17.532;-0.7;-0.54;-0.9;0.63;-0.43;0.001;16.63;15.52;11.32
03.03.2017;34.945;0.005900979;34.695;34.958;34.648;86284484;34.8554;10.96;34.943;34.94;0.003;15.426;19.321;15.279;17.503;0.09;-0.18;0.14;-0.06;-0.1;0.001;16.73;15.61;11.38
06.03.2017;34.835;-0.003147804;34.841;34.943;34.649;87000176;34.7841;11.24;34.833;34.828;0.005;15.762;19.439;15.304;17.516;-0.38;-0.41;-0.08;-0.05;0.01;0.001;16.68;15.57;11.35
07.03.2017;34.88;0.001291804;34.765;34.995;34.698;69785188;34.8725;11.45;34.873;34.87;0.003;15.878;19.386;15.26;16.993;-0.36;-0.35;-0.06;0.1;-0.25;0.001;16.7;15.59;11.36
08.03.2017;34.75;-0.003727064;34.738;34.950;34.705;74828944;34.8078;11.86;34.755;34.75;0.005;15.612;19.277;15.102;16.902;-0.19;-0.19;-0.83;0.44;-0.75;0.001;16.64;15.53;11.32
09.03.2017;34.67;-0.002302158;34.685;34.698;34.263;88623616;34.5911;12.3;34.67;34.668;0.002;15.482;19.35;15.027;16.851;0.04;-0.53;-0.23;-0.58;-0.14;0.001;16.6;15.49;11.3
10.03.2017;34.785;0.003316989;34.813;34.839;34.660;78451204;34.773;11.66;34.788;34.785;0.003;14.892;19.306;14.763;16.839;0.34;0.06;-0.48;0.27;0.04;0.001;16.65;15.54;11.33
13.03.2017;34.8;0.00043122;34.713;34.858;34.705;69686868;34.7846;11.35;34.798;34.795;0.003;14.15;19.222;14.759;16.465;0.13;0.32;-0.07;-0.12;0.04;0.001;16.66;15.56;11.34
14.03.2017;34.748;-0.001494253;34.825;34.913;34.710;61236260;34.7788;12.3;34.748;34.745;0.003;14.299;19.197;14.784;16.477;-0.36;-0.22;0;0.5;-0.25;0.001;16.64;15.53;11.32
15.03.2017;35.115;0.010561759;34.853;35.188;34.756;102767096;34.9997;11.63;35.115;35.113;0.002;13.879;9.39;14.861;16.224;0.86;0.7;-0.46;-0.12;0.5;0.001;16.81;15.7;11.44
16.03.2017;35.173;0.001651716;35.180;35.255;35.065;76927992;35.1603;11.21;35.173;35.17;0.003;13.668;9.287;14.855;16.096;-0.06;0.44;0.22;-0.16;-0.36;0.001;16.84;15.72;11.46
17.03.2017;34.998;-0.004975407;35.250;35.250;34.973;175539808;35.1057;11.28;34.98;34.978;0.002;13.381;9.589;14.953;16.029;-0.08;0.58;-0.33;0.15;0.02;0.001;16.75;15.64;11.4
20.03.2017;35.365;0.010486314;35.100;35.375;35.058;86168152;35.2708;11.34;35.37;35.365;0.005;12.621;9.665;15.026;16.075;-0.25;-0.2;-0.72;-0.15;-0.05;0.001;16.93;15.8;11.52
21.03.2017;34.96;-0.011452001;35.528;35.700;34.933;158119648;35.2867;12.47;34.965;34.963;0.002;14.342;10.346;15.204;16.242;-1.48;-1.41;-0.71;0.86;0.29;0.001;16.74;15.64;11.39
22.03.2017;35.355;0.011298627;34.961;35.400;34.940;103440660;35.2187;12.81;35.36;35.358;0.002;14.401;10.691;15.297;15.406;0.16;-0.33;-0.57;0.16;-0.16;0.001;16.93;15.81;11.52
23.03.2017;35.23;-0.003535568;35.315;35.396;35.153;81385204;35.2535;13.12;35.233;35.23;0.003;14.131;10.835;15.349;15.438;-0.03;0.74;0.49;-0.03;0.2;0.001;16.87;15.76;11.48
24.03.2017;35.16;-0.001986943;35.375;35.435;35.088;89582252;35.2685;12.96;35.18;35.158;0.022;19.414;10.825;15.307;14.668;-0.05;0.11;-0.21;-0.26;-0.32;0.001;16.83;15.73;11.45
27.03.2017;35.22;0.001706485;34.848;35.305;34.655;94300376;35.1057;12.5;35.225;35.22;0.005;19.819;10.626;15.293;14.568;-0.05;0.47;-0.49;-0.21;-0.27;0.001;16.86;15.74;11.47
28.03.2017;35.95;0.02072686;35.228;36.010;35.155;133499220;35.7165;11.53;35.955;35.948;0.007;20.157;11.561;15.533;14.316;0.72;-0.05;0.72;0.05;0.39;0.001;17.21;16.07;11.71
29.03.2017;36.03;0.002225313;35.920;36.123;35.798;116759820;35.9649;11.42;36.04;36.038;0.002;20.694;11.552;15.535;14.305;0.18;0.33;-0.09;-0.25;0.12;0.001;17.25;16.11;11.74
30.03.2017;35.983;-0.001304468;36.048;36.125;35.875;84829008;35.9958;11.54;35.983;35.98;0.003;20.623;11.555;15.538;14.32;0.36;0.42;0.92;-0.06;-0.16;0.001;17.23;16.07;11.72
31.03.2017;35.915;-0.001889781;35.930;36.068;35.753;78646604;35.9551;12.37;35.923;35.918;0.005;20.237;11.614;15.578;14.191;-0.16;0.55;-0.32;0.04;0.08;0.001;16.81;16.02;11.46
03.04.2017;35.925;0.000278435;35.928;36.030;35.763;79942856;35.9142;12.38;35.928;35.925;0.003;20.381;11.509;15.508;14.193;-0.28;-1.15;-0.08;-0.15;-0.06;0.003;16.82;16;11.46
04.04.2017;36.193;0.007459986;35.813;36.223;35.793;79565416;36.0695;11.79;36.193;36.188;0.005;20.461;11.63;15.484;14.148;0.05;-0.24;0.32;-0.08;0.2;0.003;16.94;16.11;11.55
05.04.2017;36.005;-0.005194375;36.055;36.365;35.953;110871416;36.1944;12.89;36.008;36.005;0.003;20.377;11.68;15.58;14.211;-0.44;-0.83;-0.3;0.46;-0.1;0.003;16.86;16.03;11.49
06.04.2017;35.915;-0.002499653;36.073;36.130;35.863;84596136;35.9852;12.39;35.92;35.918;0.002;20.111;11.75;15.619;14.217;0.32;0.74;0.48;-0.13;0.37;0.003;16.81;15.99;11.46
07.04.2017;35.835;-0.002227482;35.933;36.045;35.818;66688792;35.9282;12.87;35.838;35.835;0.003;19.919;11.809;15.584;14.228;-0.08;0.07;-0.26;0.01;-0.05;0.003;16.78;15.96;11.43
10.04.2017;35.793;-0.001172039;35.900;35.970;35.725;75733588;35.8417;14.05;35.793;35.79;0.003;20.253;11.834;15.576;14.112;0.08;0.14;0.07;0.19;0.49;0.003;16.76;15.94;11.42
11.04.2017;35.408;-0.010756293;35.735;35.838;35.015;121517504;35.362;15.07;35.408;35.403;0.005;20.79;10.889;15.811;14.151;-0.05;0.8;0.23;0.21;0.19;0.003;16.58;15.76;11.3
12.04.2017;35.45;0.001186173;35.400;35.538;35.253;81400000;35.3897;15.77;35.448;35.445;0.003;20.62;10.707;15.803;14.153;-0.49;-0.94;-0.54;-0.04;-0.54;0.003;16.6;15.81;11.31
13.04.2017;35.263;-0.005275035;35.478;35.595;35.263;71291520;35.4461;15.96;35.268;35.263;0.005;20.357;10.728;15.866;14.117;-0.75;-0.34;-0.81;-0.03;-0.38;0.003;16.51;15.72;11.25
17.04.2017;35.458;0.005529876;35.370;35.470;35.218;66328376;35.3577;14.66;35.46;35.455;0.005;20.396;10.782;15.875;14.1;0.89;0.29;0.24;0.02;-0.14;0.003;16.6;15.8;11.31
18.04.2017;35.3;-0.004455976;35.353;35.510;35.278;58790176;35.3684;14.42;35.3;35.295;0.005;20.183;10.885;15.943;14.103;-0.25;0.31;-0.19;0.31;0.11;0.003;16.53;15.74;11.26
19.04.2017;35.17;-0.00368272;35.470;35.500;35.113;69313500;35.3038;14.93;35.168;35.163;0.005;20.042;10.883;15.982;14.092;-0.08;0.56;-0.44;0.44;-0.84;0.003;16.47;15.68;11.22
20.04.2017;35.61;0.012510662;35.305;35.730;35.290;93278248;35.5769;14.15;35.618;35.61;0.008;19.773;11.423;15.874;13.999;0.83;0.6;0.26;0.19;-0.2;0.003;16.67;15.88;11.36
21.04.2017;35.568;-0.001179444;35.610;35.670;35.463;69283712;35.5686;14.63;35.568;35.56;0.008;20.317;11.415;15.888;13.941;-0.28;0.06;-0.15;0.35;-0.19;0.003;16.65;15.86;11.35
24.04.2017;35.91;0.009615385;35.875;35.988;35.795;68537332;35.9193;10.84;35.91;35.903;0.007;17.647;11.715;15.945;13.785;1.18;0.29;0.5;-0.07;0.16;0.003;16.81;16.02;11.46
25.04.2017;36.133;0.006209969;35.978;36.225;35.968;75486004;36.1288;10.76;36.135;36.133;0.002;17.535;11.783;15.919;13.792;0.65;0.4;-0.07;-0.38;0.31;0.003;16.92;16.12;11.53
26.04.2017;35.92;-0.005894888;36.118;36.150;35.844;80164964;36.0125;10.85;35.915;35.913;0.002;18.425;11.62;15.989;13.858;0.04;0.75;0.32;0.23;0;0.003;16.82;16.02;11.46
27.04.2017;35.948;0.00077951;35.981;36.040;35.828;56985388;35.9227;10.36;35.95;35.948;0.002;18.424;11.617;10.536;13.86;0.05;-0.2;-0.98;0.2;-0.57;0.003;16.83;16.02;11.47
28.04.2017;35.913;-0.000973629;36.023;36.075;35.818;83441432;35.9341;10.82;35.913;35.903;0.01;18.099;11.495;10.526;13.86;-0.3;-0.76;-0.61;0.1;-0.19;0.003;16.81;16;11.46
01.05.2017;36.645;0.020382591;36.275;36.800;36.240;134411772;36.5715;10.11;36.665;36.64;0.025;19.008;12.568;11.197;14.191;0.21;0.25;-0.13;-0.17;-0.5;0.003;17.16;16.32;11.69
02.05.2017;36.878;0.006358303;36.885;37.023;36.710;181408776;36.8013;10.59;36.873;36.868;0.005;18.564;12.011;11.128;14.203;0.03;-0.47;-0.21;0.4;-0.35;0.003;17.27;16.4;11.77
03.05.2017;36.765;-0.003064157;36.398;36.873;36.068;182788136;36.5544;10.68;36.765;36.76;0.005;15.018;11.732;11.067;14.148;-0.19;-0.52;0.22;-0.04;0.13;0.003;17.21;16.43;11.73
04.05.2017;36.633;-0.003590371;36.630;36.785;36.453;93487488;36.5881;10.46;36.633;36.623;0.01;13.798;11.734;11.118;14.188;0.02;-0.13;-0.36;0.36;-0.71;0.003;17.15;16.4;11.69
05.05.2017;37.24;0.01656976;36.690;37.245;36.690;109310900;37.062;10.57;37.24;37.238;0.002;14.054;12.52;11.536;14.372;0.46;0.11;0;-0.22;0.65;0.003;17.43;16.64;11.88
08.05.2017;38.253;0.027201933;37.258;38.425;37.258;195009652;38.0046;9.77;38.255;38.253;0.002;15.845;14.561;12.62;14.9;-0.04;-0.21;0.26;0.13;0.08;0.003;17.91;17.09;12.21
09.05.2017;38.498;0.006404726;38.468;38.720;38.363;156521452;38.5298;9.96;38.495;38.493;0.002;16.479;13.549;12.576;14.9;-0.05;0.4;-0.81;0.34;-0.37;0.003;18.02;17.2;12.28
10.05.2017;38.315;-0.004753494;38.408;38.485;38.028;103222768;38.2746;10.21;38.315;38.31;0.005;16.453;13.716;12.464;14.842;0.2;0.25;0.03;-0.31;0.39;0.003;17.94;17.12;12.23
11.05.2017;38.488;0.004515203;38.113;38.518;38.078;109020232;38.2987;10.6;38.488;38.485;0.003;16.476;13.691;12.47;14.844;-0.26;-0.43;-0.15;-0.25;-0.02;0.003;18.02;17.19;12.28
12.05.2017;39.025;0.013952401;38.675;39.105;38.668;130108068;38.962;10.4;39.028;39.025;0.003;16.982;14.049;12.686;14.937;-0.18;-0.38;-0.61;-0.27;-0.33;0.003;18.27;17.42;12.45
15.05.2017;38.925;-0.00256246;39.003;39.163;38.763;104038876;38.9043;10.42;38.923;38.918;0.005;17.718;14.124;12.729;14.967;0.53;0.25;0.2;-0.31;0.04;0.003;18.22;17.38;12.42
16.05.2017;38.868;-0.001464355;38.985;39.015;38.680;80193912;38.8325;10.65;38.868;38.865;0.003;17.139;14.103;12.711;14.927;-0.03;0.1;-0.09;-0.25;-0.12;0.003;18.2;17.36;12.4
17.05.2017;37.563;-0.033575178;38.400;38.643;37.428;203070712;37.8804;15.59;37.563;37.548;0.015;21.001;17.755;14.821;16.191;-1.97;-0.96;-0.6;0.53;0.29;0.003;17.59;16.77;11.99
18.05.2017;38.135;0.015227751;37.818;38.335;37.783;134272860;38.1148;14.66;38.133;38.123;0.01;20.246;18.169;15.038;16.329;0.4;0;-0.39;-0.33;-0.59;0.003;17.85;17.02;12.17
